rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
54,Fidji Simo,0.4,434,44,479,Teacher,AI / Tech,Direct Advice,Hook -> Punch Line,Taking a sweet break from our regular AI programming to tell you that you’re missing out if you’re not buying my husband’s chocolate advent calendar 😄,Taking a sweet break from our regular AI programming to tell you that you’re missing out if you’re not buying my husband’s chocolate advent calendar 😄,"Taking a sweet break from our regular AI programming to tell you that you’re missing out if you’re not buying my husband’s chocolate advent calendar 😄
I may have eaten all 24 chocolates in one day but I heard that’s not the intent :)

https://lnkd.in/gqX8jaeZ",https://www.linkedin.com/posts/fidjisimo_december-1st-is-finally-here-and-day-1-activity-7402245470661861376-PkbC?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAAZHa_MBjyPSifUwtJTumM7WvyEQp1ka14g
55,Fidji Simo,0.4,426,35,469,Fortune Teller,AI / Tech,Milestone Announcement,Hook -> Insight -> Close,"One of my goals in joining OpenAI was to build tools that help people feel more confident in their financial lives, because AI can be a meaningful source of economic empowerment.","One of my goals in joining OpenAI was to build tools that help people feel more confident in their financial lives, because AI can be a meaningful sou","One of my goals in joining OpenAI was to build tools that help people feel more confident in their financial lives, because AI can be a meaningful source of economic empowerment.
So when Sasan Goodarzi approached me with this idea, we were immediately excited to deliver personalized, trusted financial intelligence directly in ChatGPT for people and businesses.
We’re also expanding our work together, with a $100M for Intuit to use our frontier models to power their agents and ChatGPT Enterprise to help their employees boost their productivity.
Couldn’t ask for a better partner. Let’s build!",https://www.linkedin.com/posts/fidjisimo_imagine-asking-chatgpt-how-can-i-pay-off-activity-7396595152414269440-UXpi?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFjBloEBCoRBULr0MiXfwMUhIt-tIPpF5F8
56,Fidji Simo,0.4,408,18,433,Teacher,AI / Tech,Thought Leadership,Hook -> Punch Line,"Instacart’s Caper Carts are leading the way in bringing edge AI to retail. In my newsletter today, I lay out the importance of edge AI and what it means for the future as we apply the power of AI to more parts of our physical world.","Instacart’s Caper Carts are leading the way in bringing edge AI to retail. In my newsletter today, I lay out the importance of edge AI and what it mea","Instacart’s Caper Carts are leading the way in bringing edge AI to retail. In my newsletter today, I lay out the importance of edge AI and what it means for the future as we apply the power of AI to more parts of our physical world.",https://www.linkedin.com/posts/fidjisimo_instacarts-caper-carts-are-leading-the-way-activity-7261784998284795904-eG_O?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADVQx30BSKw-4RPuvwIzJnoG8AqJtvBc4vY
57,Fidji Simo,0.4,376,23,407,Magician,Philanthropy / Cause,Pattern Interrupt,Hook -> Story -> Lesson,"When I got sick five years ago, I asked all the biotech companies I knew why there weren’t more drugs developed for neuroimmune conditions despite the fact that they destroy the lives of tens of millions of people. They all said the same thing: there isn’t enough well-characterized patient data to understand these conditions at the biological level, making it really risky for pharma to invest.","When I got sick five years ago, I asked all the biotech companies I knew why there weren’t more drugs developed for neuroimmune conditions despite the","When I got sick five years ago, I asked all the biotech companies I knew why there weren’t more drugs developed for neuroimmune conditions despite the fact that they destroy the lives of tens of millions of people. They all said the same thing: there isn’t enough well-characterized patient data to understand these conditions at the biological level, making it really risky for pharma to invest.

At Metrodora Foundation, we’re now closing this gap. Today we’re officially launching MetX, our landmark study and set of data collection tools to collect 360 patient data across clinical data, wearables, biological samples, etc. That way, we’ll get a full view of patients from their genetics to their immune system to their reported symptoms. And with the rise of AI, having the right data sets to be able to leverage all the advances in AI has only become more urgent. We’re excited to make these data sets available to any researcher who wants to push the field forward, and are grateful to all the other disease foundations that are joining us in this fight. I'm so proud of this work and so hopeful for what it might enable. Let’s go find cures. 

PS: Building these data sets isn’t cheap. Other disease foundations have spent hundreds of millions of dollars to build these. We believe we can do it much more efficiently thanks to the direct access to patients we have through Metrodora Institute, but every $100-500 you donate means one more genetic test or immune profiling test we can run on a patient, getting us closer to a full mapping of this population. We’re grateful for any help.",https://www.linkedin.com/posts/fidjisimo_announcing-met-x-the-next-step-in-understanding-activity-7188584554591326208-T2ft?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFsquNIBL-Bah7UT0aAl0gV3gz4HeyE43g0
58,Fidji Simo,0.4,382,19,405,Teacher,AI / Tech,Thought Leadership,Hook -> Punch Line,"Very wide-ranging conversation from my living room on everything OpenAI… from ChatGPT to Codex, ads, Health, Sora and more. Starts at 32 mins. Thanks Alex Heath for having me!","Very wide-ranging conversation from my living room on everything OpenAI… from ChatGPT to Codex, ads, Health, Sora and more. Starts at 32 mins. Thanks ","Very wide-ranging conversation from my living room on everything OpenAI… from ChatGPT to Codex, ads, Health, Sora and more. Starts at 32 mins. Thanks Alex Heath for having me!",https://www.linkedin.com/posts/fidjisimo_openais-fidji-simo-on-ads-in-chatgpt-and-activity-7427277827974090752-gD6i?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAAZHa_MBjyPSifUwtJTumM7WvyEQp1ka14g
59,Fidji Simo,0.4,355,26,396,Teacher,Entrepreneurship,Thought Leadership,Hook -> Insight -> Close,"This was a special podcast because I’ve admired Mark Hyman, MD for a long time: his approach to “food as medicine” inspired a lot of what I built at Instacart, and his focus on finding the root causes of illness inspired a lot of my healthcare initiatives. Here we talk about my personal health journey, the launch of ChatGPT Health and how OpenAI is approaching healthcare, and what I’m building to cure chronic illnesses at ChronicleBio. Thanks Mark for the great convo!","This was a special podcast because I’ve admired Mark Hyman, MD for a long time: his approach to “food as medicine” inspired a lot of what I built at I","This was a special podcast because I’ve admired Mark Hyman, MD for a long time: his approach to “food as medicine” inspired a lot of what I built at Instacart, and his focus on finding the root causes of illness inspired a lot of my healthcare initiatives. Here we talk about my personal health journey, the launch of ChatGPT Health and how OpenAI is approaching healthcare, and what I’m building to cure chronic illnesses at ChronicleBio. Thanks Mark for the great convo!",https://www.linkedin.com/posts/fidjisimo_how-openai-is-helping-people-take-control-activity-7425085055934533632-diD6?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAAZHa_MBjyPSifUwtJTumM7WvyEQp1ka14g
60,Fidji Simo,0.3,338,41,382,Teacher,Leadership,Direct Advice,Hook -> Punch Line,"Thank you San Francisco Business Times and Sara B. for the honor of naming me Executive of the Year! It’s been another big year for Instacart, and I’m even more excited about what’s ahead!","Thank you San Francisco Business Times and Sara B. for the honor of naming me Executive of the Year! It’s been another big year for Instacart, and I’m","Thank you San Francisco Business Times and Sara B. for the honor of naming me Executive of the Year! It’s been another big year for Instacart, and I’m even more excited about what’s ahead!",https://www.linkedin.com/posts/fidjisimo_executive-of-the-year-how-fidji-simo-flipped-activity-7275627816497397760-pRt6?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADVQx30BSKw-4RPuvwIzJnoG8AqJtvBc4vY
61,Fidji Simo,0.3,347,22,375,Teacher,AI / Tech,Thought Leadership,Hook -> Punch Line,"Even though AI can generate code and images, I think it’s more important than ever to help kids develop the mindsets of engineers and artists. When we foster this combination of structured, critical thinking skills and an uninhibited creative practice, we empower our kids to grow up with the belief that anything is possible and the ability to bring their dreams to life. More in my newsletter today.","Even though AI can generate code and images, I think it’s more important than ever to help kids develop the mindsets of engineers and artists. When we","Even though AI can generate code and images, I think it’s more important than ever to help kids develop the mindsets of engineers and artists. When we foster this combination of structured, critical thinking skills and an uninhibited creative practice, we empower our kids to grow up with the belief that anything is possible and the ability to bring their dreams to life. More in my newsletter today.",https://www.linkedin.com/posts/fidjisimo_even-though-ai-can-generate-code-and-images-activity-7244013895835664384-DaCL?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADRLxmYBjQllh69blscrM6WMVeCVic4YoOs
62,Fidji Simo,0.3,342,16,366,Teacher,AI / Tech,Thought Leadership,Hook -> Punch Line,"After yesterday’s news focused on bringing ChatGPT Health to consumers, today’s news is about bringing AI to providers and health systems!","After yesterday’s news focused on bringing ChatGPT Health to consumers, today’s news is about bringing AI to providers and health systems!","After yesterday’s news focused on bringing ChatGPT Health to consumers, today’s news is about bringing AI to providers and health systems!",https://www.linkedin.com/posts/fidjisimo_another-one-soon-after-chatgpt-health-activity-7415135917075771392-Pz0Y?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAAZHa_MBjyPSifUwtJTumM7WvyEQp1ka14g
63,Fidji Simo,0.3,335,15,365,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Our smart carts are coming to a retailer near you!,Our smart carts are coming to a retailer near you!,Our smart carts are coming to a retailer near you!,https://www.linkedin.com/posts/fidjisimo_instacarts-ai-powered-smart-carts-which-activity-7216193195959803904-u8Wo?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADRLxmYBjQllh69blscrM6WMVeCVic4YoOs
64,Fidji Simo,0.3,305,32,340,Teacher,Career Growth,First-Person Insight,Hook -> Insight -> Close,"For the last decade+, I have had the extreme privilege to be coached by the inimitable Katia Verresen. I can say with absolute certainty that I would not have had the career I’ve had without her tools. Like Katia, I believe that we are born creators and that the best way to fulfill our mission on this earth is to create with joy, meaning and inner power. Her Foundations of Inner Power fellowship is something I’m putting all the leaders I manage through, because it pays dividends not just immediately in how they create at work, but often also transforms how they create in their lives. If you want to learn more, she’s sharing her magic in this great FastCo article.","For the last decade+, I have had the extreme privilege to be coached by the inimitable Katia Verresen. I can say with absolute certainty that I would ","For the last decade+, I have had the extreme privilege to be coached by the inimitable Katia Verresen. I can say with absolute certainty that I would not have had the career I’ve had without her tools. Like Katia, I believe that we are born creators and that the best way to fulfill our mission on this earth is to create with joy, meaning and inner power. Her Foundations of Inner Power fellowship is something I’m putting all the leaders I manage through, because it pays dividends not just immediately in how they create at work, but often also transforms how they create in their lives. If you want to learn more, she’s sharing her magic in this great FastCo article.",https://www.linkedin.com/posts/fidjisimo_shes-coached-execs-at-amazon-airbnb-and-activity-7240008118993088514-QkR1?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADRLxmYBjQllh69blscrM6WMVeCVic4YoOs
65,Fidji Simo,0.3,311,24,339,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Grateful to CNBC for the recognition; so many inspiring women on this list!,Grateful to CNBC for the recognition; so many inspiring women on this list!,Grateful to CNBC for the recognition; so many inspiring women on this list!,https://www.linkedin.com/posts/fidjisimo_fidji-simo-activity-7168746107492032513-iDnJ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC2YztMBWYYcZ4Slj-rXHa8LaAFoM32zLlU
66,Fidji Simo,0.3,308,18,336,Fortune Teller,Leadership,Milestone Announcement,Hook -> Punch Line,"We’re in the business of offering retailers the best technologies for them to grow. That’s why I’m thrilled to welcome Wynshop to Instacart! They’ve built incredible enterprise tools for retailers in the U.S. and beyond. By joining forces, we’ll strengthen our own tech stack and expand the reach of our enterprise offering — bringing more value to even more retailers across the industry. More on the news here:",We’re in the business of offering retailers the best technologies for them to grow. That’s why I’m thrilled to welcome Wynshop to Instacart! They’ve b,"We’re in the business of offering retailers the best technologies for them to grow. That’s why I’m thrilled to welcome Wynshop to Instacart! They’ve built incredible enterprise tools for retailers in the U.S. and beyond. By joining forces, we’ll strengthen our own tech stack and expand the reach of our enterprise offering — bringing more value to even more retailers across the industry. More on the news here:",https://www.linkedin.com/posts/fidjisimo_instacart-acquires-wynshop-to-accelerate-activity-7323708684998508545-TkGv?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADEuMPsBItO1Ss0Do7bk9itVdUQhkJsHebI
67,Fidji Simo,0.3,295,18,324,Fortune Teller,Leadership,Future Prediction,Hook -> Punch Line,AI agents will make so many aspects of our daily lives much simpler. Combining them with tools like Instacart that can get groceries to your door in less than an hour is pure magic! Excited to see OpenAI’s Operator go live today and to have Instacart be on the leading edge of agent-driven shopping. Learn more about how we continue to lean into AI.,AI agents will make so many aspects of our daily lives much simpler. Combining them with tools like Instacart that can get groceries to your door in l,AI agents will make so many aspects of our daily lives much simpler. Combining them with tools like Instacart that can get groceries to your door in less than an hour is pure magic! Excited to see OpenAI’s Operator go live today and to have Instacart be on the leading edge of agent-driven shopping. Learn more about how we continue to lean into AI.,https://www.linkedin.com/posts/fidjisimo_ordering-groceries-with-an-ai-agent-activity-7288297567547731970-98nn?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE0Wae8Bdw49TBBX9odwCVUCDyBMCOF71rc
68,Fidji Simo,0.3,293,11,319,Teacher,Business Strategy,Thought Leadership,Hook -> Punch Line,An amazing segment from CBS Sunday Morning on our famous Caper Carts! Nothing more rewarding than to hear our customers say that using these carts is the highlight of their week. We’re turning a chore into entertainment!,An amazing segment from CBS Sunday Morning on our famous Caper Carts! Nothing more rewarding than to hear our customers say that using these carts is ,An amazing segment from CBS Sunday Morning on our famous Caper Carts! Nothing more rewarding than to hear our customers say that using these carts is the highlight of their week. We’re turning a chore into entertainment!,https://www.linkedin.com/posts/fidjisimo_a-new-generation-of-shopping-cart-with-gps-activity-7266516602580275200-LLgP?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADVQx30BSKw-4RPuvwIzJnoG8AqJtvBc4vY
69,Fidji Simo,0.3,283,11,318,Teacher,Philanthropy / Cause,Thought Leadership,Hook -> Insight -> Close,"The fires in LA are thankfully out, but there is still so much to do to help the city recover.","The fires in LA are thankfully out, but there is still so much to do to help the city recover.  Today Instacart is launching Classroom Carts to suppor","The fires in LA are thankfully out, but there is still so much to do to help the city recover. 
Today Instacart is launching Classroom Carts to support 28 local schools and nearly 15,000 students that were impacted by this devastating disaster, and our board has donated $1M to get the campaign started. Now anyone in the country can donate the exact items that schools have said they need after classrooms, libraries and other resources were destroyed. 

Please share so we can help students and teachers get back to a learning environment where they can thrive.
https://lnkd.in/g4RkdCsT",https://www.linkedin.com/posts/fidjisimo_the-fires-in-la-are-thankfully-out-but-there-activity-7298017825942642688-X7nt?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADEuMPsBItO1Ss0Do7bk9itVdUQhkJsHebI
70,Fidji Simo,0.3,308,8,317,Teacher,Career Growth,Thought Leadership,Hook -> Punch Line,"It was a pleasure reflecting with Sequoia Capital on my career and the last few years at Instacart. A big thank you to Michael Moritz, Ravi Gupta and the whole Sequoia team for having supported the company and I so much on this journey.","It was a pleasure reflecting with Sequoia Capital on my career and the last few years at Instacart. A big thank you to Michael Moritz, Ravi Gupta and ","It was a pleasure reflecting with Sequoia Capital on my career and the last few years at Instacart. A big thank you to Michael Moritz, Ravi Gupta and the whole Sequoia team for having supported the company and I so much on this journey.",https://www.linkedin.com/posts/fidjisimo_fidji-simo-delivering-instacarts-next-chapter-activity-7167998229660286976-n5S-?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC2YztMBWYYcZ4Slj-rXHa8LaAFoM32zLlU
71,Fidji Simo,0.3,265,33,304,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Very proud to be partnering with the administration to scale Food-As-Medicine programs! Health starts in the kitchen.,Very proud to be partnering with the administration to scale Food-As-Medicine programs! Health starts in the kitchen.,Very proud to be partnering with the administration to scale Food-As-Medicine programs! Health starts in the kitchen.,https://www.linkedin.com/posts/fidjisimo_biden-administration-to-launch-instacart-activity-7157897761256824832-EXS_?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC2YztMBWYYcZ4Slj-rXHa8LaAFoM32zLlU
72,Fidji Simo,0.3,281,15,301,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,This story brought tears to my eyes. Food is more than sustenance - it’s also how we show love and how we find comfort. So glad Instacart can help in tough times. I love my job.,This story brought tears to my eyes. Food is more than sustenance - it’s also how we show love and how we find comfort. So glad Instacart can help in ,This story brought tears to my eyes. Food is more than sustenance - it’s also how we show love and how we find comfort. So glad Instacart can help in tough times. I love my job.,https://www.linkedin.com/posts/fidjisimo_i-saw-this-letter-today-as-a-funeral-directors-activity-7156761446880600064-3Bux?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC2YztMBWYYcZ4Slj-rXHa8LaAFoM32zLlU
73,Fidji Simo,0.3,273,26,300,Teacher,AI / Tech,First-Person Insight,Hook -> Punch Line,"It was a big two days at the AI Summit in Paris, and I wanted to share some of what I spoke about on how we can accelerate scientific and medical breakthroughs. Data infrastructure isn’t the sexiest topic, but it’s fundamental to unlocking the power of AI to drive transformational discoveries.","It was a big two days at the AI Summit in Paris, and I wanted to share some of what I spoke about on how we can accelerate scientific and medical brea","It was a big two days at the AI Summit in Paris, and I wanted to share some of what I spoke about on how we can accelerate scientific and medical breakthroughs. Data infrastructure isn’t the sexiest topic, but it’s fundamental to unlocking the power of AI to drive transformational discoveries.",https://www.linkedin.com/posts/fidjisimo_it-was-a-big-two-days-at-the-ai-summit-in-activity-7295123082581549056-Zcxl?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADEuMPsBItO1Ss0Do7bk9itVdUQhkJsHebI
74,Fidji Simo,0.2,239,28,271,Teacher,Leadership,Thought Leadership,Hook -> List -> Insight,l'Opinion asked me to share my perspective on what it means to dare in 2025. Here is my answer:,l'Opinion asked me to share my perspective on what it means to dare in 2025. Here is my answer:,l'Opinion asked me to share my perspective on what it means to dare in 2025. Here is my answer:,https://www.linkedin.com/posts/fidjisimo_lopinion-asked-me-to-share-my-perspective-activity-7320476728923979777-dNbY?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADEuMPsBItO1Ss0Do7bk9itVdUQhkJsHebI
75,Fidji Simo,0.2,245,6,253,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,This. :),This. :),This. :),https://www.linkedin.com/posts/fidjisimo_eatstacart-ubereats-instacart-activity-7193992641322143745-MZbI?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFsquNIBL-Bah7UT0aAl0gV3gz4HeyE43g0
76,Fidji Simo,0.2,231,16,252,Teacher,AI / Tech,Thought Leadership,Hook -> Punch Line,"“For its practical use of AI, Instacart’s Caper Cart is a winner of Fast Company’s 2024 Innovation by Design Awards.”","“For its practical use of AI, Instacart’s Caper Cart is a winner of Fast Company’s 2024 Innovation by Design Awards.” Such a compliment since we obses","“For its practical use of AI, Instacart’s Caper Cart is a winner of Fast Company’s 2024 Innovation by Design Awards.”
Such a compliment since we obsess over creating technology that improves people’s lives in very practical ways. Proud of the team!",https://www.linkedin.com/posts/fidjisimo_this-ai-powered-shopping-cart-is-replacing-activity-7221548251043307522-p9Pc?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADRLxmYBjQllh69blscrM6WMVeCVic4YoOs
77,Fidji Simo,0.2,226,5,235,Teacher,Motherhood / Family,Thought Leadership,Hook -> Punch Line,So proud to represent the Instacart team at Groceryshop where we shared new Caper Cart gamification features and updates on our momentum across online grocery and Connected Stores. Thanks Ben Miller for the great conversation!,So proud to represent the Instacart team at Groceryshop where we shared new Caper Cart gamification features and updates on our momentum across online,So proud to represent the Instacart team at Groceryshop where we shared new Caper Cart gamification features and updates on our momentum across online grocery and Connected Stores. Thanks Ben Miller for the great conversation!,https://www.linkedin.com/posts/fidjisimo_at-groceryshop-today-i-had-the-privilege-activity-7249631365787197440-tVgS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADVQx30BSKw-4RPuvwIzJnoG8AqJtvBc4vY
78,Fidji Simo,0.2,201,16,217,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,So honored to make the Power 100 list! Thanks San Francisco Business Times!,So honored to make the Power 100 list! Thanks San Francisco Business Times!,So honored to make the Power 100 list! Thanks San Francisco Business Times!,https://www.linkedin.com/posts/fidjisimo_who-made-our-power-100-list-activity-7161811931509538817-o0vZ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC2YztMBWYYcZ4Slj-rXHa8LaAFoM32zLlU
79,Fidji Simo,0.2,194,15,213,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,"Proud to be included as part of a special feature from l'Opinion this weekend. With permission from L’Opinion, sharing an English translation here as part of my monthly newsletter. Bonne lecture!","Proud to be included as part of a special feature from l'Opinion this weekend. With permission from L’Opinion, sharing an English translation here as ","Proud to be included as part of a special feature from l'Opinion this weekend. With permission from L’Opinion, sharing an English translation here as part of my monthly newsletter. Bonne lecture!",https://www.linkedin.com/posts/fidjisimo_proud-to-be-included-as-part-of-a-special-activity-7063940699758473216-7JZt?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADs6jaABL787bQYRhLjcBo2NCXWQ0-9LROE
80,Fidji Simo,0.2,167,29,199,Teacher,Career Growth,Thought Leadership,Hook -> Punch Line,Super fun interview with the fabulous Julia Boorstin about leadership values and what we're cooking up at Instacart.,Super fun interview with the fabulous Julia Boorstin about leadership values and what we're cooking up at Instacart.,Super fun interview with the fabulous Julia Boorstin about leadership values and what we're cooking up at Instacart.,https://www.linkedin.com/posts/fidjisimo_changemakers-instacart-ceo-fidji-simo-on-activity-7299865160301576194-5GBD?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADEuMPsBItO1Ss0Do7bk9itVdUQhkJsHebI
81,Fidji Simo,0.2,187,9,196,Teacher,Entrepreneurship,Thought Leadership,Hook -> Punch Line,"Always a joy to talk to founders. It took so many of such leaps for me to be on stages like these, so I love encouraging brave and bold entrepreneurs to take risks, be stubborn on the destination but flexible on the journey, and ultimately, win.","Always a joy to talk to founders. It took so many of such leaps for me to be on stages like these, so I love encouraging brave and bold entrepreneurs ","Always a joy to talk to founders. It took so many of such leaps for me to be on stages like these, so I love encouraging brave and bold entrepreneurs to take risks, be stubborn on the destination but flexible on the journey, and ultimately, win.",https://www.linkedin.com/posts/fidjisimo_this-weekend-we-hosted-some-of-the-sequoia-activity-7199185431710609408-smW3?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFsquNIBL-Bah7UT0aAl0gV3gz4HeyE43g0
82,Fidji Simo,0.2,158,32,192,Teacher,Entrepreneurship,First-Person Insight,Hook -> Punch Line,"This is one of the many reasons I love my job - helping new emerging food brands succeed. By giving them the tools to get discovered, we’re doing our part in making sure that these amazing entrepreneurs thrive, and that people have more diversity of delicious food available to them as a result.","This is one of the many reasons I love my job - helping new emerging food brands succeed. By giving them the tools to get discovered, we’re doing our ","This is one of the many reasons I love my job - helping new emerging food brands succeed. By giving them the tools to get discovered, we’re doing our part in making sure that these amazing entrepreneurs thrive, and that people have more diversity of delicious food available to them as a result.",https://www.linkedin.com/posts/fidjisimo_we-started-running-ads-on-instacart-mid-2021-activity-7180658711818899457-kDJ1?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFsquNIBL-Bah7UT0aAl0gV3gz4HeyE43g0
83,Fidji Simo,0.2,168,13,188,Teacher,AI / Tech,Thought Leadership,Hook -> Insight -> Close,"Earlier this month we hosted the first-ever Metrodora Xcelerate. The three-day event brought scientists, physicians, and leaders across biotech, healthcare, and technology, together with patient advocates and philanthropists – all in pursuit of advancing scientific research and discovery to find cures for complex, chronic diseases. I’m incredibly grateful to everyone that joined to share their perspectives and exchange ideas — and I’m excited to share some key takeaways from this powerful weekend today in my newsletter.","Earlier this month we hosted the first-ever Metrodora Xcelerate. The three-day event brought scientists, physicians, and leaders across biotech, healt","Earlier this month we hosted the first-ever Metrodora Xcelerate. The three-day event brought scientists, physicians, and leaders across biotech, healthcare, and technology, together with patient advocates and philanthropists – all in pursuit of advancing scientific research and discovery to find cures for complex, chronic diseases. I’m incredibly grateful to everyone that joined to share their perspectives and exchange ideas — and I’m excited to share some key takeaways from this powerful weekend today in my newsletter. 

#healthcare #biotech #technology #research",https://www.linkedin.com/posts/fidjisimo_healthcare-biotech-technology-activity-7076966130937974784-f2HF?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADDbKyUBliJAU6h5u1uTmkzg1K3FEkbghHU
84,Fidji Simo,0.2,175,9,187,Teacher,AI / Tech,Thought Leadership,Hook -> Punch Line,"So so proud to be funding the artistic residencies of these four incredible artists! I believe that AI can usher in a golden age of creativity, and I can’t wait to see what comes out of their time and explorations in the US!","So so proud to be funding the artistic residencies of these four incredible artists! I believe that AI can usher in a golden age of creativity, and I ","So so proud to be funding the artistic residencies of these four incredible artists! I believe that AI can usher in a golden age of creativity, and I can’t wait to see what comes out of their time and explorations in the US!",https://www.linkedin.com/posts/fidjisimo_presenting-our-2026-arts-in-the-age-of-ai-activity-7342282051309490177-lIHT?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE8SUUgBx-GWgM3RlL9OxgG4agNJ3pLcPEE
85,Fidji Simo,0.2,173,6,179,Fortune Teller,Leadership,Future Prediction,Hook -> Punch Line,Kate Rouch is a total legend. What she accomplished at Coinbase and how she pulled it off should be taught to every marketer. I couldn’t be more excited to work with her again at OpenAI; we’re lucky to have her.,Kate Rouch is a total legend. What she accomplished at Coinbase and how she pulled it off should be taught to every marketer. I couldn’t be more excit,Kate Rouch is a total legend. What she accomplished at Coinbase and how she pulled it off should be taught to every marketer. I couldn’t be more excited to work with her again at OpenAI; we’re lucky to have her.,https://www.linkedin.com/posts/fidjisimo_this-friday-will-be-my-last-day-at-coinbase-activity-7269875154271256576-xsPw?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADVQx30BSKw-4RPuvwIzJnoG8AqJtvBc4vY
86,Fidji Simo,0.2,169,7,176,Teacher,Leadership,Direct Advice,Hook -> Punch Line,Thank you Les Echos and Anaïs Moutot for this profile!,Thank you Les Echos and Anaïs Moutot for this profile!,Thank you Les Echos and Anaïs Moutot for this profile!,https://www.linkedin.com/posts/fidjisimo_fidji-simo-la-star-fran%C3%A7aise-de-la-silicon-activity-7290746671330734081-oqps?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE0Wae8Bdw49TBBX9odwCVUCDyBMCOF71rc
87,Fidji Simo,0.2,160,9,169,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,"Always a pleasure to discuss the intersection of food and health — particularly with passionate leaders like Mikelle Moore, Shavana Howard and Toyin Ajayi. A nice recap from our conversation earlier this year at Health Evolution!","Always a pleasure to discuss the intersection of food and health — particularly with passionate leaders like Mikelle Moore, Shavana Howard and Toyin A","Always a pleasure to discuss the intersection of food and health — particularly with passionate leaders like Mikelle Moore, Shavana Howard and Toyin Ajayi. A nice recap from our conversation earlier this year at Health Evolution!",https://www.linkedin.com/posts/fidjisimo_advancing-food-as-medicine-is-critical-cross-industry-activity-7094773784481599489-vFa6?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADDbKyUBliJAU6h5u1uTmkzg1K3FEkbghHU
88,Fidji Simo,0.2,155,11,167,Teacher,Entrepreneurship,Thought Leadership,Hook -> Punch Line,"Such a pleasure to connect with Anu Duggal of the Female Founders Fund for a conversation on my career journey so far, key leadership lessons, and what the future looks like for Instacart. Thanks for having me, Anu!","Such a pleasure to connect with Anu Duggal of the Female Founders Fund for a conversation on my career journey so far, key leadership lessons, and wha","Such a pleasure to connect with Anu Duggal of the Female Founders Fund for a conversation on my career journey so far, key leadership lessons, and what the future looks like for Instacart. Thanks for having me, Anu!",https://www.linkedin.com/posts/fidjisimo_were-back-with-season-5-of-our-podcast-activity-7156695985153351680-yuw9?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC2YztMBWYYcZ4Slj-rXHa8LaAFoM32zLlU
