rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
46,Codie A. Sanchez,1.0,1543,208,1810,Teacher,Finance / Money,Direct Advice,Hook -> Insight -> Close,What I wish I was told before I had success.,"What I wish I was told before I had success.  The “Hate Us ‘Cuz They Ain’t Us” Curve:  When you first start out, they tell you...  You’re lame. You’re","What I wish I was told before I had success.

The “Hate Us ‘Cuz They Ain’t Us” Curve:

When you first start out, they tell you...

You’re lame.
You’re crazy.
That’ll never work.
Oh, she’s a one-hit wonder.
She probably has a rich dad.
Or slept her way there.

THEN, we hit the top of the curve. Your success is obvious. And things start to change... They say…

Oh yeah, I know her.
Hey, long time no talk!
Love to meet up and pick your brain.
How did you do that?

And the grand finale...
They ask you for a job.

If success is your goal, expect people to talk a lot of crap for a long time. Let them. Because one day, you’ll just get to point at the scoreboard.

↓↓↓

FYI 

If you're ready to step out of your comfort zone this year and buy a business, come to my live event this week. 

I'll teach you how (over 3 days): https://lnkd.in/eEye_qd6",https://www.linkedin.com/posts/codiesanchez_what-i-wish-i-was-told-before-i-had-success-activity-7428800254814367744-wbYV?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c
47,Codie A. Sanchez,0.9,1371,332,1760,Magician,Leadership,Pattern Interrupt,Hook -> Punch Line,We were sold a lie that:,"We were sold a lie that:   Having good grades, going to college, and getting a job = the American Dream.  Less than 40% of people in their 30s earn mo","We were sold a lie that: 

Having good grades, going to college, and getting a job = the American Dream.

Less than 40% of people in their 30s earn more than their parents did. 

That was 90% in the 40s. 

We need to make starter homes more accessible, re-educate the youth that going to college is NOT their only option, and we need to encourage ownership in our local communities.",https://www.linkedin.com/posts/codiesanchez_we-were-sold-a-lie-that-having-good-grades-activity-7399083124149690368-ZuMJ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE0B4ksBsfe1athTetp5PvIHfXIajcjPH_c
48,Codie A. Sanchez,0.9,1444,250,1757,Teacher,Finance / Money,Direct Advice,Hook -> Insight -> Question,You aren’t here to be liked.,You aren’t here to be liked.  You’re here to be respected.  Don’t be easy. Be hard.  Be righteous in what you do and believe.  Don’t be less for other,"You aren’t here to be liked.

You’re here to be respected.

Don’t be easy. Be hard.

Be righteous in what you do and believe.

Don’t be less for other people.
Don’t let them bend you or break you.
Don’t be a doormat walked upon.

Be a f*cking pointed nail… they’ll remember you.

If you’re bringing this energy into 2026, feel free to repost this.

And if the way you want to do it is by trading in your 9-5 for financial freedom without starting from scratch? Come to my Main Street Millionaire Live next month. 

All you need is determination & desire…. and 72 hours of your time.

You’re invited, just reserve your spot here → https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_you-arent-here-to-be-liked-youre-here-activity-7413583882589134848-LO04?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
49,Codie A. Sanchez,0.9,1393,288,1730,Magician,Entrepreneurship,Pattern Interrupt,Hook -> List -> Insight,The richest people in the world don't just build companies...they buy them.,The richest people in the world don't just build companies...they buy them.  Here’s how you can too (without their millions):   Three reasons why buyi,"The richest people in the world don't just build companies...they buy them.

Here’s how you can too (without their millions): 

Three reasons why buying beats building a business from scratch:

- 45% of new businesses fail within 5 years
- Most entrepreneurs make only $67k/year
- First 3-4 years are unprofitable

Compare that to when you buy...

You inherit customers, systems, and profits from day one.

""But Codie, I genuinely can’t afford one.""

That’s what I thought too when I started. 

There are 3 ways to buy any business (without needing millions):

1. Experience
2. Sweat equity
3. Money

You only need ONE of these three to pull off a deal.

1. Experience

This is perfect for people who know the industry inside and out.

Maybe you've been a plumber for 20 years and want to buy a plumbing company.

Sellers value genuine knowledge over $$ because they know you won't destroy what they built.

2. Sweat Equity

If you’re thinking about working in the business and growing it, this is for you.

Many retiring owners care more about their legacy than maximizing the sale price.

They want someone who'll take care of their employees and customers, not just squeeze the biz for cash.

3. Money

This doesn't have to mean YOUR money.

I've bought plenty of businesses with 0-15% down using other people's money. You can:

- Use SBA loans (government-backed with low rates)
- Get investors to fund the deal
- Or structure seller financing

Seller financing often works as a win-win too. 

Banks tend to lowball business valuations and charge high interest rates.

But when sellers finance you directly, they get a premium price AND earn interest on the loan.

They make MORE money by cutting out the bank.

Just make sure you show what’s in it for them:

- Higher purchase price (ex. 15%+ premium)
- Tax advantages (spread over time vs lump sum)
- Faster close (30 days vs 120 days)

A win-win.

So what businesses should you target?

A few strategies I use: 

1. SOWS method:

- Stale: Revenue hasn't grown in 3+ years
- Old: Been around 5+ years
- Weak: Competitors are terrible
- Simple: You can explain it to an 8-year-old

2. The Venmo Method

Look at your personal P&L:

- Who do you pay every month?
- Who are your competitors?
- What vendors do you use?

These are the businesses you should buy.

Instead of paying to get your problem solved, why don’t you get paid to solve it for other people? 

Right now, boomers own $5-10 trillion worth of businesses.

And when these owners retire…

It’s either we buy these businesses, or BlackRock does.

I’d rather see more of us own our local than have PE swallow everything up.

If you want to learn how to buy a biz, you should come to my masterclass today. 

It's completely free & solely focused on teaching you how to buy a biz for a little as $0. 

Sign up here: https://lnkd.in/e86jsivr",https://www.linkedin.com/posts/codiesanchez_the-richest-people-in-the-world-dont-just-activity-7427724267590717441-Voua?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c
50,Codie A. Sanchez,0.9,1355,270,1700,Teacher,Philanthropy / Cause,Thought Leadership,Hook -> Punch Line,Decrease the time between having an idea and getting it done.,Decrease the time between having an idea and getting it done.  Money loves speed. Poverty loves waiting.,"Decrease the time between having an idea and getting it done.

Money loves speed. Poverty loves waiting.",https://www.linkedin.com/posts/codiesanchez_decrease-the-time-between-having-an-idea-activity-7420465432878346240-VuIu?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEpL_c4Bg9eunimDzYTl-fGDJEG9oOc_G3o
51,Codie A. Sanchez,0.9,1369,290,1695,Teacher,Finance / Money,Direct Advice,Hook -> Numbered List -> CTA,The only statistic you should care about is time-to-action.,The only statistic you should care about is time-to-action.  Improving your urgency redefines your ability to get sh*t done.  If:  - Next quarter beco,"The only statistic you should care about is time-to-action.

Improving your urgency redefines your ability to get sh*t done.

If:

- Next quarter becomes next month
- Next month becomes next week
- Next week becomes tomorrow...

You will make more money.

Follow today (not tomorrow 😉) if you need more of this energy in your life → Codie A. Sanchez",https://www.linkedin.com/posts/codiesanchez_the-only-statistic-you-should-care-about-activity-7412130678089252865-RxcT?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
52,Codie A. Sanchez,0.9,1253,377,1692,Teacher,Motherhood / Family,Thought Leadership,Hook -> List -> Insight,How to be unrecognizable in 90 days:,How to be unrecognizable in 90 days:  1. Be obsessed  Every outsized outcome I’ve seen came from people who genuinely enjoy the pressure. Not motivate,"How to be unrecognizable in 90 days:

1. Be obsessed

Every outsized outcome I’ve seen came from people who genuinely enjoy the pressure. Not motivated people. Obsessed people. It’s almost impossible to compete with someone who treats the thing you dread as fun.

2. Clean out your closet

Get rid of anything that doesn’t fit the person you’re becoming. Cluttered space creates cluttered thinking, and cluttered thinkers don’t make money. Changing how you show up physically is one of the fastest ways to change how you behave.

3. Clarify your ONE thing

Not five ideas. One. Put a number on it and give yourself 90 days to get there. You have to prove to yourself that you keep your word.

4. Tell a better story about yourself

Not a vision board. Write down the words. If your life were a book, what’s supposed to happen next? What goes wrong and how do you react to it? When challenges show up, it’s much easier to keep going if you already decided they were part of the plot.

5. Start a not-to-do list

Becoming elite means cutting distractions aggressively and doing fewer things better.

6. Eliminate distractions

Most distraction is optional so make it harder to waste time and easier to focus. Small changes here create outsized results.

7. Outwork people

If you wake up earlier, protect the first part of your day, and eliminate distractions, you will get ahead faster than you think. Because most people just aren’t willing to work hard.

8. Move in silence

When you’re actually changing your life, you don’t need an audience. Do cool shit. Then talk after the result.

Do this for 90 days and your life will look different.

Because you WILL be different.",https://www.linkedin.com/posts/codiesanchez_how-to-be-unrecognizable-in-90-days-1-activity-7429531227709136896-0lXt?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABZ7-HEBruCM6sZQ3V5BFFp4L-sCzx01HEI
53,Codie A. Sanchez,0.9,1423,215,1678,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,The formula is...,The formula is...  Keep going after it gets hard.,"The formula is...

Keep going after it gets hard.",https://www.linkedin.com/posts/codiesanchez_the-formula-is-keep-going-after-it-gets-activity-7410689796861435905-Rog8?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABeLJ0cBRf9qmMzK70WZ_-qpueVG43towVA
54,Codie A. Sanchez,0.9,1333,296,1651,Teacher,Career Growth,Direct Advice,Hook -> Numbered List -> CTA,Why you never get what you want...,Why you never get what you want...  - You don’t ask. - You don’t make it a win-win. - You don’t know when to walk away.  Here's how to avoid these neg,"Why you never get what you want...

- You don’t ask.
- You don’t make it a win-win.
- You don’t know when to walk away.

Here's how to avoid these negotiation mistakes (& get the deal you deserve):

If you want to fail in negotiating and alway overpay... don’t read this.

Buyers with experience only negotiate on three variables that determine the value of a business.

Most sellers don't even understand these concepts, which gives you a massive advantage if you can educate them on how deals really work:

1. EBITDA/SDE

Contrary to popular belief, this isn't about the number on their P&L.

It's about the cash flow you’ll actually get when you take over.

Here’s an example:

If a seller says ""we made $500k last year"" but half of that came from a one-time contract that won't renew…

You can't pay for income that won't exist for you.

That's like buying a house and paying for the furniture they're taking with them.

Most buyers get destroyed here because they don't adjust for:

- Salary to replace owner
- Revenue concentration risks
- One-time events that won't repeat
- Expenses that will increase under new ownership

2. Multiple

Think of this as a direct reflection of risk.

Everything that increases risk lowers the multiple. Everything that decreases risk raises it.

That’s why some businesses trade at 15x while others struggle to get 2x.

Lower multiples come from:

- Revenue trending downward
- Business depends entirely on the seller
- Messy financials
- High employee turnover

These are red flags screaming ""this could fall apart tomorrow.""

Conversely, higher multiples come from the opposite:

- Documented systems and processes
- Diversified revenue streams
- Strong management team
- Clean books
- Consistent YOY growth

You can’t negotiate the multiple arbitrarily. It’s calculated with hard numbers.

But you can influence it by identifying and addressing the risks contractually rather than just pushing for a lower price.

You're buying the future but paying for the past.

The multiple reflects how confident you are in that future.

3. Terms

Price is what you pay, terms are how you pay.

You can give a seller their price IF you get your terms. Or you can give them their terms if you get your price.

But you CAN’T give them both.

It’s the law of price and terms:

Terms are how you hedge against every risk you identified in the deal. For example:

- If there’s key employee risk → Add retention bonuses to the deal
- Seller wants higher valuation? → Use seller financing
- Documentation not in place? → Long transition and training period

The idea is to use the contract to protect against your biggest fears.

At the end of the day, negotiation isn’t about winning.

It’s about getting what you want while keeping the other side happy enough that they don’t sabotage the deal.

It’s an art and next week I’ll be teaching everything I’ve learned about deal making LIVE, more info in the comments...",https://www.linkedin.com/posts/codiesanchez_why-you-never-get-what-you-want-you-activity-7426625908242817024-2Xxc?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c
55,Codie A. Sanchez,0.9,1239,363,1634,Teacher,Motherhood / Family,Direct Advice,Hook -> Insight -> Question,You know the moment I started sharing on the internet?,You know the moment I started sharing on the internet?  I saw a stat that only 1 out of 10 Americans died rich.  That most die broke.  In a world full,"You know the moment I started sharing on the internet?

I saw a stat that only 1 out of 10 Americans died rich.

That most die broke.

In a world full of knowledge and a society that's the best it's ever been that's all we got?

Broken.

Someone asked me recently, “Why do you think so many people never reach financial freedom?”

And I believe it’s because humans defer to the paths they have seen before them.

So often, we tend to follow in our parents’ footsteps.

But the internet has changed that.

You can follow in the footsteps of others who you’ve never even met before.

So then I started to think, is there just a lack of knowledge?

Do people just not know the tactical steps it takes to become wealthy?

It's not easy, but it is simple. It just takes someone to teach you.

↓↓↓

2026 is the year for builders. 

And the best way to become one? Buying a business. 

I'm running a 3-day live event from February 20-22 designed to teach you everything you need to know about the process. 

Get your tickets here: https://lnkd.in/g7mjjqYQ",https://www.linkedin.com/posts/codiesanchez_you-know-the-moment-i-started-sharing-on-activity-7424089346166853632-psp3?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABoBKrsBx3ozlVCrBn34fGmjwCmWu7INH6k
56,Codie A. Sanchez,0.8,1312,224,1581,Teacher,Leadership,Direct Advice,Hook -> Punch Line,Doers > Talkers,"Doers > Talkers  Keep doing you. They’ll ask how you did it one day ❤️  I write sticky notes to myself and I put them everywhere. If we ever meet, ask","Doers > Talkers

Keep doing you. They’ll ask how you did it one day ❤️

I write sticky notes to myself and I put them everywhere. If we ever meet, ask me and I’ll likely have one for you. Little baby reminders that we’re more capable than we think we are.",https://www.linkedin.com/posts/codiesanchez_doers-talkers-keep-doing-you-theyll-activity-7405969835198681090-ncoG?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF2Y6NIBjLCR2LuAnrOyVuICWOB3FOWNFHE
57,Codie A. Sanchez,0.8,1110,344,1485,Teacher,Business Strategy,Thought Leadership,Hook -> List -> Insight,The difference between a $1M business and a $100M business:,The difference between a $1M business and a $100M business:  Systems.  Here’s how we think about building systems for our portfolio of 30+ businesses:,"The difference between a $1M business and a $100M business:

Systems.

Here’s how we think about building systems for our portfolio of 30+ businesses:

Think of systems like a car. You need:

- Vision = windshield (see where you're going)
- Dashboard = gauges (track your speed)
- Goals = GPS (know your destination)
- Communication = alerts (stay coordinated)
- People = maintenance (keep everything running)

Miss any one and you're broken down on the side of the road.

1. Start With The Foundation

Most owners focus on tiny processes instead of the big stuff.

It's like saying ""I want to build the Sistine Chapel"" then starting out by picking out what candles you want inside.

You have to start with the foundation first or you'll never get the thing done.

2. Use 'Proven' Frameworks

Everyone on the internet acts like they have the best new ""battle-tested"" system, when realistically it's often a lot of fluff.

That said, there is a lot of merit in implementing systems that have worked for someone else - just make sure you're getting them from the right place.

3. Follow Dual North Stars

The danger of single metrics is it creates tunnel vision.

But when you have two, they keep each other honest. It could be:

- Revenue + Followers
- Sales + Customer satisfaction
- Growth + Team retention

Just remember to keep one qualitative and the other quantitative.

4. Keep Pace With Your Yearly Vision

Without systems, it’s easy to get caught up in busywork.

I’ve met hardworking owners who thought they were moving the needle only to realize the opposite at EOY.

Building the right systems prevents that:

5. Use Scorecards

It’s not enough to give deadlines when assigning tasks.

You also want to create a dashboard where you can track:

- Completion rates
- Who’s responsible for what
- Color-coded status updates

That way, you can see a bird’s eye view of what's moving along and what isn’t.

6. Apply The Rule of Three for Documentation

Do you like repeating yourself? Me neither.

Anything you do more than 3 times in a week (or has at least 3 steps) should get documented.

Use Loom + Google Docs to create playbooks so specific that even a highschooler can follow.

- 

Only so much I can get into in a single post.

If you’re curious to learn more about how we scale businesses, feel free to come to our masterclass on Wednesday (Dec 17th).

We will break down 4 different levers you can pull to unlock ""hidden"" cash in your business. 

Sign up here: https://lnkd.in/gZaAQkpT",https://www.linkedin.com/posts/codiesanchez_the-difference-between-a-1m-business-and-activity-7406342608047804416-md7O?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF2Y6NIBjLCR2LuAnrOyVuICWOB3FOWNFHE
58,Codie A. Sanchez,0.8,1148,268,1455,Teacher,Leadership,First-Person Insight,Hook -> Punch Line,How I like to start my week.,How I like to start my week.  The 1 in 60 Rule:  ↓ ↓ ↓  Feel free to follow me Codie A. Sanchez if you found this useful.,"How I like to start my week.

The 1 in 60 Rule:

↓ ↓ ↓

Feel free to follow me Codie A. Sanchez if you found this useful.",https://www.linkedin.com/posts/codiesanchez_this-routine-will-change-your-life-activity-7413942430082953218-3v8w?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
59,Codie A. Sanchez,0.8,1141,256,1436,Teacher,Entrepreneurship,Direct Advice,Hook -> Story -> Lesson,You need ownership.,"You need ownership.  The best way to achieve it? Buying...  Building = years with no profit. Buying = cashflow from day one.  When you buy a business,","You need ownership.

The best way to achieve it? Buying...

Building = years with no profit.
Buying = cashflow from day one.

When you buy a business, you're not gambling on potential. You're getting proven profits, existing customers, and someone else's 10,000 hours of work... Made yours overnight.

The wealth-building playbook has changed.

Old way: Build a startup, pray for funding, burn cash, hope to be the 1 in 100 that succeeds.

New way: Buy a business, use existing cashflow, own your time.

Less sexy? Maybe. But it works.

What type of business is smart to buy? You can use the SOWS shorthand:

S - Stale (little to no innovation)
O - Old (been around forever)
W - Weak (fragmented competition)
S - Simple (services people need daily)

These businesses are:
• Too small for PE firms..
• Not right for competitors..
• But the Goldilocks fit for someone like you.

And the timing is right on this opportunity:

→ Baby boomers are in the process of retiring en masse: 75M predicted by 2030
→ Millions of them are small business owners with no succession plan.
→ So what if you buying their business grants them retirement?

You can buy a business WITHOUT:
• Risking your savings
• Sacrificing your lifestyle
• Having previous ownership experience

Is it easy? No.
Is it worth it? I say yes.

If you want to learn the fundamentals (and find out if biz-buying is worth it for YOU)…come to my 3 day live event MSM LIVE. 

I’ve helped 15,000 people become owners and would love you to join the list. 

Just last year we helped 9 members of our Academy buy 7-figure businesses. 

If you want more information, click here: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_you-need-ownership-the-best-way-to-achieve-activity-7425544641061519360-P2ZX?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABoBKrsBx3ozlVCrBn34fGmjwCmWu7INH6k
60,Codie A. Sanchez,0.7,1048,337,1419,Teacher,Motherhood / Family,Thought Leadership,Hook -> List -> Insight,The average person thinks having a job is safer than starting a company.,"The average person thinks having a job is safer than starting a company.  They're wrong:  Let me be clear though, having a job isn’t bad.  In fact, a ","The average person thinks having a job is safer than starting a company.

They're wrong:

Let me be clear though, having a job isn’t bad.

In fact, a high-paying job is one of the only ways you can eventually get to a position where you can invest.

But you will never have true:

- Freedom
- Security
- Wealth

Without ownership.

↓↓↓

If this post made you change your perspective on your job...

I have something for you to start learning the possibilities of business buying:

A virtual 3-day event with me and the smartest business buyers I know. 

The goal? Collapse a decade of solo business-buying learning into 72 hours.

Get details & your ticket here: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_job-vs-entrepreneurship-activity-7409231589118963712-p0VB?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABeLJ0cBRf9qmMzK70WZ_-qpueVG43towVA
61,Codie A. Sanchez,0.7,1055,292,1407,Teacher,Career Growth,Thought Leadership,Hook -> List -> Insight,How to never fail with a business:,How to never fail with a business:  - Start as a side project - Keep your job - Use your salary to fund - Don't use debt - Quit & go all in ONLY when ,"How to never fail with a business:

- Start as a side project
- Keep your job
- Use your salary to fund
- Don't use debt
- Quit & go all in ONLY when enough cashflow",https://www.linkedin.com/posts/codiesanchez_how-to-never-fail-with-a-business-start-activity-7416479134228463618-nGhQ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0xL_oByCbKvMWnw2gqp5d9JJD_HZczzDg
62,Codie A. Sanchez,0.7,1063,296,1382,Teacher,Entrepreneurship,Practical Framework,Hook -> List -> Insight,The best superpower you can unlock:,"The best superpower you can unlock:  Making money doing something you love.  This is my ""Zone of Genius"" framework for finding what business you shoul","The best superpower you can unlock:

Making money doing something you love.

This is my ""Zone of Genius"" framework for finding what business you should buy or start...

Biggest lie they told you:

“Do what you love and you’ll never work a day in your life.”

Money doesn’t flow from passion. No kid is out there saying, “When I grow up, I want to work in self-storage.”

But what do you dream of as an adult? Stability. Money. Profitable biz's, like...

• Self-storage
• Home services
• Professional services
• Laundromats
• Real estate
• Trades

You’ll spend at least 1/3 of your life working. And passion DOES play an important role in you not wanting to slam your head against your desk every Monday.

So this begs the question...

What business SHOULD you go after?

I use this framework:

The Zone of Genius.

Here’s how it works:

Step 1: Get out a pen & paper. Write down the following:

- Experience & Skills. How. What are you so good at, people will pay you?
• Network. Who. Think LinkedIn contacts, family connections, etc.
• Passion. Why. What lights you up?

Step 2 is where the magic happens:

You find the overlap between all three.

Here are 3 quick examples:

1. Howard Schultz

Experience: sales at Xerox; ops at a Swedish housewares company

- Network: Italian coffee bar owners, original Starbucks owner
- Passion: coffee, conversation, ""third places""

= Starbucks (acquired after starting another coffee shop)

2. Alex

Experience: managing an entertainment business

- Network: vendors from that business
- Passion: magic, entertaining

= Innovative Imprints (acquired screen printing & merch company)

3. Codie (humor me)

Experience: managing funds, buying small businesses

- Network: business brokers, investors
- Passion: writing, helping other people find freedom through money

= Contrarian Thinking (investment, education & media startup)

And once you do all this… you now have your foundation.

But, you can’t tell the universe you found your Zone of Genius and then expect the right business to suddenly fall into your lap.

So luckily there’s a framework for hunting down your ideal business too…
It’s called a “deal box.”

Ready to build your deal box & get closer to meeting your goals?

I’m hosting a 3-day intensive to give you:

- The playbook
- The experts
- The hands-on practice you need to ACTUALLY become an owner

Get your ticket here → https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_the-best-superpower-you-can-unlock-making-activity-7412862845761228800-Y1b0?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
63,Codie A. Sanchez,0.7,1045,273,1358,Teacher,Entrepreneurship,Direct Advice,Hook -> List -> Insight,Stressed about what you pay in taxes?,"Stressed about what you pay in taxes?  Start a business.  Whether you run a VC-backed startup or freelance on the side, the US tax code favors busines","Stressed about what you pay in taxes?

Start a business.

Whether you run a VC-backed startup or freelance on the side, the US tax code favors business owners over everyone else.

Here are 7 tax-strategies owners can take advantage of (that 9-5ers can’t): 

Quick heads up first: Don’t take candy from strangers, don’t take tax advice from them either. Get a tax professional & then talk to them before doing anything wild.

Now, let’s get into it:

1. The Home Write-Off Advantage

Own a two bed apartment and work from home? 

Your W2 friends have to pay full rent, but as a biz owner? 

You can deduct the office space you use (potentially saving you thousands each year). 

2. The $10M QSBS Advantage 

Most people pay 20%+ on investment gains.

But with a qualifying C-Corp, QSBS can exclude $15M tax-free (with rules).

With the right tax planning, that number can grow substantially thanks to some legal loopholes with cost basis & trust stacking. 

It’s one of the strongest tax breaks in the code.

3. The $70K Solo 401k Play 

This is one of the biggest personal finance wins for anyone with self-employment income. 

A Solo 401k lets you contribute up to $70K in 2025 - and with your spouse, you can potentially move six figures into tax-deferred savings each year!

4. The S-Corp Split

Earn $100K+ outside of a W-2?

Setting up an S-Corp lets you split income into salary + distributions.

When you're self-employed, you have (up to) 15.3% payroll taxes on your income. With an S-Corp, you have no payroll taxes on your business owner income.

Reasonable salary still apply but this structure can lower self-employment taxes.

5. The 20% QBI Deduction

To qualify for QBI, your business must be a pass-through entity. 

That means your business needs to be operating as either a:

• Sole Proprietorship
• Partnership
• S Corporation
• LLC

Qualified business income is the net amount of a business' income, with a few exceptions (investment income, income from business outside US, certain interest income, etc). 

Helps you lower your taxable income. 

6. The Travel Points Strategy

Every business expense is an opportunity to earn rewards (ads, software, conferences).

A few foundational rules on credit card points: 

Rule 1: Never carry a balance (pay in full monthly)
Rule 2: Only use business cards for business expenses (don’t mix with personal)

For those who need to travel a lot, this often leads to massive savings. 

7. The Million-Dollar Mindset

W-2 workers ask: ""How can I save $1k?""
Biz owners ask: ""How can I make $100k?""

The tax code wasn’t built to punish employees.

It was built to incentivize people who create jobs, take risk, and build things.

↓↓↓↓

Want the full 2025 playbook?

I teamed up with my friend Ankur Nagpal 💰 (founder of Silly Money and Carry) to create the ultimate tax guide for 2025.

It's free (for now). Save it. Share it. Thank me later → https://lnkd.in/eUkgQt7n",https://www.linkedin.com/posts/codiesanchez_stressed-about-what-you-pay-in-taxes-start-activity-7397634992714969088-e5uk?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE0B4ksBsfe1athTetp5PvIHfXIajcjPH_c
64,Codie A. Sanchez,0.7,1020,299,1356,Teacher,Entrepreneurship,Thought Leadership,Hook -> Punch Line,The best founders do one thing brilliantly...,The best founders do one thing brilliantly...  Hire.  It sounds easy. It’s not.  Here are 7 hiring principles we go by:  ↓↓↓↓  P.S.   Tomorrow I'm run,"The best founders do one thing brilliantly...

Hire.

It sounds easy. It’s not.

Here are 7 hiring principles we go by:

↓↓↓↓

P.S. 

Tomorrow I'm running a workshop for business owners (for free). 

We will cover 4 distinct levers anyone can pull to unlock ""hidden"" cash in your business. 

Hope to see you there!

Sign up here: https://lnkd.in/gZaAQkpT",https://www.linkedin.com/posts/codiesanchez_hiring-truths-activity-7406703716541792257-mOGX?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF2Y6NIBjLCR2LuAnrOyVuICWOB3FOWNFHE
65,Codie A. Sanchez,0.7,1081,239,1343,Teacher,Philanthropy / Cause,Practical Framework,Hook -> List -> Insight,Your biggest risk is never taking one.,"Your biggest risk is never taking one.  Here's how to buy a biz, with less risk:  You can’t eliminate risk entirely.  But there are 3 M’s to remember:","Your biggest risk is never taking one.

Here's how to buy a biz, with less risk:

You can’t eliminate risk entirely.

But there are 3 M’s to remember:

- Minimization
- Mitigation
- Moderation

Here are tactical steps for each these phases to lower your risk of failure:

1. RISK MINIMIZATION (Deal Sourcing)

This is about finding a business that poses less risk to begin with.

Here are the 10 Value Markers we give our community members to weigh a biz’s risk:

- Financial Viability
- Diversification
- Employee-Centric Risk
- Owner-Centric Risk
- Cashflow vs Cashsuck
- Unfair Advantage
- Happy Customers / Reviews
- Recurring Revenue
- Upside Potential
- Documentation & Repeatable Processes

2. RISK MITIGATION (Negotiation)

This stage is about structuring the deal so you assume as little risk as possible.

A few quick tips:

- Don’t be greedy on your first deal, bring on other investors. It diversifies risk.
- Try to get seller financing. The seller is automatically incentivized to help you win.
- Tie some of the purchase price to work the seller will do with you over 1 year basis. (Seller Consultancy Contract)
- Tie some of the price to hitting xyz goals in the business. (Milestones & Earnouts)
- Hold cash in escrow until the biz hits the dollar amount it’s contracted to. (Holdbacks)
- Don’t have loan payments begin month 1. Give the business a quarter or two to stabilize without debt burden

3. RISK MODERATION (First 90 Days)

This is about how you control cash in the business once you're behind the wheel.

A few smart moves:

- Have on hand more cash than anticipated. Your biggest risk will always be running out of cash
- Partial acquisition. Before you buy an entire business, get partial ownership w/ a distributing equity. Gives you a chance to see behind the curtain
- Daily cashflow analysis. Watch your cash daily for the first 6 months to a year.
- Rolling cash flow statement. Make the business run on a cash basis first so you know your real cash on hand
- COA analysis. Use a model that analyzes up front if are you still cash flow positive if the business drops by 10-25-50%
- Subject matter expert. Ensure you are, you hired, or the business already has a good one.

Save this post.

Do these things.

And in theory, your likelihood of a failed acquisition drastically decreases.

↓↓↓↓

These steps might lower your chances of a failed acquisition, but don't eliminate it entirely.

The same logic applies to running your biz…sometimes shit happens.

One of the reasons why I’ve partnered with Next Insurance.

They are a digital-first insurance company specifically for small business owners & solopreneurs. They offer coverage for 1,300+ business types — everything from contractors to cleaners to professional services.

When you're just starting a business, insurance isn't always at the top of your to-do list, but it's better to be safe than sorry. Next Insurance is my go-to for this kind of stuff.

You should check them out: https://lnkd.in/gvMN3h_6",https://www.linkedin.com/posts/codiesanchez_your-biggest-risk-is-never-taking-one-heres-activity-7407781796634988544-T5l4?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF2Y6NIBjLCR2LuAnrOyVuICWOB3FOWNFHE
